	ace	asu	bma	bpa	bxy	cbg	cbn	cel	crem	csp1	dvi	gpa	hba	hco	loa	mha	nam	ovo	pmu	ppac	pred	psam_ds	psam_vv	rcul	sb347	ste	tmu	tox	tsp	wba
C50F7.1b	4	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	0	1	4	1	1	0	1	0	1
ZC97.1a	1	2	1	1	1	2	1	2	1	1	1	0	0	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1
ZC97.1b	1	2	1	1	1	2	1	2	1	1	1	0	0	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1
R74.4a	2	1	1	1	1	1	1	2	1	1	1	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
R74.4b	2	1	1	1	1	1	1	2	1	1	1	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Y37D8A.16	6	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
B0222.15	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	12	16	0	0	5	0	0	0	0
F11D5.5	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
F11D5.7	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
K09C4.1a	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
K09C4.1b	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
K09C4.2	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
K09C4.4	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
K09C4.5	4	0	0	0	0	5	4	7	4	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0
M106.5	2	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T22C1.4	2	1	6	2	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	0	1
D1046.3	1	1	1	1	1	1	2	1	2	3	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F25F2.1a	12	0	0	0	0	1	1	2	2	2	3	0	2	10	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0
F25F2.1b	12	0	0	0	0	1	1	2	2	2	3	0	2	10	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0
C33H5.10	7	1	1	1	1	1	2	1	1	1	2	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
B0495.5	1	1	0	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0
R09B3.4	1	1	1	1	1	2	2	1	2	1	1	3	0	1	1	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0
Y47G6A.18	1	1	1	1	2	1	2	1	1	1	1	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
T08G11.4a	1	1	3	1	1	1	2	2	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T08G11.4b	1	1	3	1	1	1	2	2	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F55D12.4a	1	1	2	1	0	2	2	2	1	1	1	0	2	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F55D12.4b	1	1	2	1	0	2	2	2	1	1	1	0	2	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F32B4.6	1	1	1	1	1	2	2	2	3	1	1	2	1	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
R05D7.4	1	1	1	1	1	2	2	2	3	1	1	2	1	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y62E10A.6	4	1	1	2	0	1	2	1	1	1	1	0	2	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y48A5A.1	1	1	2	1	1	1	1	1	3	1	1	1	1	4	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0
F56G4.4	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	0	6	1	1	1	1	1	0	1
F36D1.1	3	2	1	0	0	1	1	1	1	3	9	2	2	2	1	2	2	0	1	1	2	0	0	0	1	2	0	1	0	0
F23H12.3a	2	1	0	1	2	2	1	2	1	1	1	1	0	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0
F23H12.3b	2	1	0	1	2	2	1	2	1	1	1	1	0	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0
K07C5.4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F46F11.5	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
K04F10.2	1	2	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	3	1	1	1	3	1	1	1	0	1	0	1
F57C9.1a	3	1	1	1	2	1	2	3	1	2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F57C9.1b	3	1	1	1	2	1	2	3	1	2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F57C9.1c	3	1	1	1	2	1	2	3	1	2	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F58H1.7a	3	1	0	0	1	1	2	2	1	2	0	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
F58H1.7b	3	1	0	0	1	1	2	2	1	2	0	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01C10.3	0	1	1	1	2	2	1	3	2	2	2	1	3	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
F08G5.2a	0	1	1	1	2	2	1	3	2	2	2	1	3	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
F08G5.2b	0	1	1	1	2	2	1	3	2	2	2	1	3	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
F39B2.7	2	3	2	0	1	1	1	1	1	1	3	0	0	1	1	1	1	1	1	0	1	2	4	2	3	1	1	1	0	2
K10C3.2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C34E10.10	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0
F45E12.2a	2	2	1	1	1	1	1	2	1	1	2	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F45E12.2b	2	2	1	1	1	1	1	2	1	1	2	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C53A5.17	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0
F13E6.5	4	1	1	3	0	1	1	1	1	1	1	0	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
ZC513.2	5	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1	5	0	0	1	0	1	0	1
ZK637.9a	4	1	1	1	1	1	0	2	1	1	0	1	1	3	1	2	1	1	1	3	1	0	1	1	0	3	1	1	1	1
ZK637.9b	4	1	1	1	1	1	0	2	1	1	0	1	1	3	1	2	1	1	1	3	1	0	1	1	0	3	1	1	1	1
M04G12.4a	4	1	2	1	1	1	2	2	1	4	1	1	1	2	2	1	1	1	0	2	1	0	0	0	1	1	0	2	0	3
M04G12.4b	4	1	2	1	1	1	2	2	1	4	1	1	1	2	2	1	1	1	0	2	1	0	0	0	1	1	0	2	0	3
F39B2.1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZK1248.11	6	2	2	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C52B9.3a	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0
C52B9.3b	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0
T05H10.2	2	1	1	2	0	1	1	1	0	1	1	1	1	1	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0
C08B11.6	2	1	1	1	1	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F21C3.5	3	3	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
Y54E10BL.5	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C34D4.4	1	1	1	1	0	1	1	1	2	1	1	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
F52B11.2a	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
F52B11.2b	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
C17E4.6	3	1	1	1	1	2	2	1	1	1	1	2	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C47E12.7	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
M18.6a	3	1	1	1	1	1	2	2	2	1	1	0	1	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
M18.6b	3	1	1	1	1	1	2	2	2	1	1	0	1	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C08B11.1	2	2	2	1	0	1	2	1	1	1	1	0	3	1	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0
H30A04.1a	3	1	1	1	2	1	1	2	1	2	2	0	1	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
H30A04.1b	3	1	1	1	2	1	1	2	1	2	2	0	1	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
C05D11.9	7	1	1	1	0	1	1	1	1	1	0	0	2	5	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
R102.4a	6	2	0	0	0	1	3	5	2	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
R102.4b	6	2	0	0	0	1	3	5	2	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
R102.4c	6	2	0	0	0	1	3	5	2	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
R102.4d	6	2	0	0	0	1	3	5	2	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
R102.4e	6	2	0	0	0	1	3	5	2	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C55B7.8	1	1	2	1	1	1	2	1	1	1	1	1	0	2	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	2
ZK1307.5	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	0	1	2	1	0	2	1	0	3	1	1	1	0
Y54F10AM.5	4	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
K07A1.7	1	1	1	1	0	1	2	1	2	8	1	0	2	1	1	0	3	1	1	1	0	0	2	1	1	0	1	1	1	1
C33A12.3a	5	0	0	0	1	1	2	2	2	1	1	0	0	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
C33A12.3b	5	0	0	0	1	1	2	2	2	1	1	0	0	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
ZK546.14a	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ZK546.14b	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
K04G11.2	4	1	1	1	1	1	3	1	1	1	2	2	2	1	1	2	1	1	1	1	1	0	2	0	2	3	0	1	0	1
Y75B8A.5	2	2	1	1	1	2	1	1	1	1	2	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
M142.2	4	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
M03F4.7a	3	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
M03F4.7b	3	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
ZK470.2a	3	2	1	1	1	1	2	3	1	3	1	1	2	4	1	1	0	1	0	1	2	1	1	0	0	2	0	2	0	1
ZK470.2b	3	2	1	1	1	1	2	3	1	3	1	1	2	4	1	1	0	1	0	1	2	1	1	0	0	2	0	2	0	1
ZK470.2c	3	2	1	1	1	1	2	3	1	3	1	1	2	4	1	1	0	1	0	1	2	1	1	0	0	2	0	2	0	1
C26E6.6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
T03G6.3	2	1	1	1	1	1	1	1	1	2	1	0	1	1	1	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0
Y59A8A.2	4	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	0	1
T01G1.1d	4	3	1	1	0	0	1	1	2	1	3	0	1	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C16B8.4	3	3	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	0	1	1	3	0	1	1	0	3	0	2
C38D4.6a	2	1	1	1	1	1	1	3	1	1	2	0	1	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
C38D4.6b	2	1	1	1	1	1	1	3	1	1	2	0	1	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
C38D4.6c	2	1	1	1	1	1	1	3	1	1	2	0	1	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
F38E11.6a	6	3	0	0	1	1	2	2	2	1	1	1	1	2	0	2	1	0	2	1	1	1	3	1	1	1	0	1	0	0
F38E11.6b	6	3	0	0	1	1	2	2	2	1	1	1	1	2	0	2	1	0	2	1	1	1	3	1	1	1	0	1	0	0
F01F1.3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0
F36A4.14	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
K06A1.4	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
Y5H2B.2a	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
Y5H2B.2b	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
ZC410.1a	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
ZC410.1b	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
ZC410.1d	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
ZC410.1e	7	0	0	0	0	4	4	8	5	1	0	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0
C17G10.2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
E02A10.3a	1	1	1	1	1	1	1	3	1	2	1	0	1	0	2	1	1	1	1	4	1	2	5	1	1	1	0	1	0	1
E02A10.3b	1	1	1	1	1	1	1	3	1	2	1	0	1	0	2	1	1	1	1	4	1	2	5	1	1	1	0	1	0	1
E02A10.3c	1	1	1	1	1	1	1	3	1	2	1	0	1	0	2	1	1	1	1	4	1	2	5	1	1	1	0	1	0	1
F17C11.8	1	1	1	1	2	1	1	1	1	1	1	0	1	2	2	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0
K07E3.8	3	1	1	1	1	1	1	1	1	1	1	2	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
C29H12.1	6	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	0	1	1	2	2	1	2	0	1	1	1
Y110A7A.8	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F53B2.6	3	1	1	1	0	1	1	1	1	2	2	0	1	2	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0
Y54G2A.75	1	1	1	1	1	1	1	1	1	2	1	2	0	3	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
F15B9.4	2	1	2	6	1	1	2	1	1	2	1	0	1	2	1	0	3	1	0	1	1	2	3	0	0	1	0	1	0	1
R07B7.1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T26A8.2	2	2	1	3	1	1	0	1	5	1	1	1	1	4	1	0	1	1	1	1	1	1	2	1	1	1	1	1	0	1
C14H10.2a	2	1	1	1	1	1	1	2	1	1	2	1	1	0	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0
C14H10.2b	2	1	1	1	1	1	1	2	1	1	2	1	1	0	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0
C14H10.3a	1	1	3	1	0	1	1	2	1	1	1	0	1	0	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0
C14H10.3b	1	1	3	1	0	1	1	2	1	1	1	0	1	0	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0
Y60A3A.13a	2	1	1	1	1	1	1	3	2	2	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y60A3A.13b	2	1	1	1	1	1	1	3	2	2	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y60A3A.13c	2	1	1	1	1	1	1	3	2	2	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y60A3A.14	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1
F11H8.1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0
C11H1.4a	8	2	1	1	1	1	1	1	1	1	1	0	0	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
M01F1.9	4	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C50F4.14a	3	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C50F4.14b	3	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T21B6.5	3	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
ZC482.5	1	1	1	1	0	1	2	1	1	2	2	0	2	2	1	0	2	1	3	1	0	3	6	0	1	1	0	2	0	0
F47G3.4	10	1	0	0	3	1	0	1	1	1	1	0	0	9	0	1	5	0	0	1	2	0	0	1	1	0	0	0	0	0
Y57G11C.13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C26D10.3	1	2	1	1	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	0	1	3	3	1	1	1	1	1	1	1
F42H10.5	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0
R02D3.5	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
ZK945.2	1	2	1	1	1	1	2	1	1	1	1	0	1	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y66D12A.24	6	1	1	1	1	1	1	1	1	1	1	2	0	2	1	1	2	1	1	1	1	0	2	1	1	2	1	1	1	1
Y66D12A.23	3	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y56A3A.2	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	0	4	1	2	2	1	1	1	0	1	1	2
F18A1.6a	2	1	1	1	1	1	2	2	1	1	1	2	0	1	1	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0
F18A1.6b	2	1	1	1	1	1	2	2	1	1	1	2	0	1	1	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0
F25D7.5	9	2	0	0	0	4	7	2	4	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	3	2	1	0	0
Y70G10A.2	9	2	0	0	0	4	7	2	4	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	3	2	1	0	0
T28D6.4	2	1	1	1	0	1	1	1	1	1	3	0	1	2	4	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0
H06I04.2a	4	1	2	1	2	1	1	2	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
H06I04.2b	4	1	2	1	2	1	1	2	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C06G1.1a	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0
C06G1.1b	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0
F54C9.11	4	1	1	1	1	1	2	1	1	1	1	0	1	2	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0
Y50D7A.1	2	1	1	1	1	1	1	1	1	1	2	0	1	4	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
C44B7.12	1	2	1	3	0	2	2	1	1	1	1	0	0	1	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
E04F6.5a	3	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
E04F6.5b	3	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
Y37E3.10a	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C53B7.1	2	1	1	1	1	1	1	1	1	2	1	0	2	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0
Y38C1BA.2a	5	2	1	2	0	1	1	2	2	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Y38C1BA.2b	5	2	1	2	0	1	1	2	2	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
B0464.8	6	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
D1043.1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	1	2	1	1	1	5	1	1	1	0	1	0	2
T26E3.2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Y74C9A.5	3	1	1	4	0	1	2	1	1	1	1	0	1	2	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0
R11F4.3	3	2	1	1	0	1	1	2	2	1	1	1	3	2	1	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0
W06A11.1	3	2	1	1	0	1	1	2	2	1	1	1	3	2	1	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0
T07A5.6a	5	1	2	1	1	1	1	3	1	1	1	0	0	1	1	1	1	1	0	1	2	1	3	1	1	2	1	1	1	1
T07A5.6b	5	1	2	1	1	1	1	3	1	1	1	0	0	1	1	1	1	1	0	1	2	1	3	1	1	2	1	1	1	1
T07A5.6c	5	1	2	1	1	1	1	3	1	1	1	0	0	1	1	1	1	1	0	1	2	1	3	1	1	2	1	1	1	1
T19D7.4	4	1	2	1	2	1	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1
M01A10.3	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	6	1	1	1	1	3	2	2
C29F9.7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T01E8.1	3	1	1	1	1	1	1	1	1	1	1	0	2	4	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F42A10.4a	2	2	2	1	0	1	1	2	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F42A10.4b	2	2	2	1	0	1	1	2	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
T27F6.8	2	3	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	0	2	0	1	1	0	2	0	2
C41C4.10a	8	1	1	3	1	1	1	2	1	1	1	0	1	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C41C4.10b	8	1	1	3	1	1	1	2	1	1	1	0	1	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
R31.3	1	1	2	1	1	1	2	1	1	1	1	0	0	1	1	1	1	1	2	1	2	1	4	2	1	2	1	1	2	1
ZK1127.4	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0
ZK1127.11	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	0	5	1	1	1	1	2	1	1
R74.7	4	1	1	1	1	1	2	1	1	2	1	0	0	0	1	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0
Y71G12B.4	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
K12H4.4	1	1	2	1	2	1	1	1	3	1	1	1	0	2	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0
H10E21.4	4	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0
F46G10.3	3	2	0	0	1	2	1	4	2	1	1	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
F46G10.7a	3	2	0	0	1	2	1	4	2	1	1	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
F46G10.7b	3	2	0	0	1	2	1	4	2	1	1	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
F46G10.7c	3	2	0	0	1	2	1	4	2	1	1	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
F56G4.5	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	0	0	0	0	0	0	0	0	0	0
W02A11.4	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
F38H4.8a	3	1	0	0	2	1	2	2	2	1	2	0	1	4	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0
F38H4.8b	3	1	0	0	2	1	2	2	2	1	2	0	1	4	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0
